avx512;9000;9000;110;12.0617;align;
avx512;9000;9000;110;10.8539;align;
avx512;9000;9000;110;11.7928;align;
avx512;9000;9000;110;12.3606;align;
avx512;9000;9000;110;8.33035;align;
avx512;9000;9000;110;5.47533;align;
avx512;9000;9000;110;4.7646;align;
avx512;9000;9000;110;8.46727;align;
avx512;9000;9000;110;8.20174;align;
avx512;9000;9000;110;5.59122;align;
avx512;9000;9000;110;5.51822;align;
avx512;9000;9000;110;9.41367;align;
avx512;9000;9000;110;4.50092;align;
avx512;9000;9000;110;5.25756;align;
avx512;9000;9000;110;7.97235;align;
avx512;9000;9000;110;8.13855;align;
avx512;9000;9000;110;4.28454;align;
avx512;9000;9000;110;4.27806;align;
avx512;9000;9000;110;4.25525;align;
avx512;9000;9000;110;4.38437;align;
avx512;9000;9000;110;4.4976;align;
avx512;9000;9000;110;4.55192;align;
avx512;9000;9000;110;4.36581;align;
avx512;9000;9000;110;10.9461;align;
avx512;9000;9000;110;11.0239;align;
avx512;9000;9000;110;10.9454;align;
avx512;9000;9000;110;10.7377;align;
avx512;9000;9000;110;10.8746;align;
avx512;9000;9000;110;10.7092;align;
avx512;9000;9000;110;13.6655;align;
avx512;9000;9000;110;12.3685;align;
avx512;9000;9000;110;9.08626;align;
avx512;9000;9000;110;7.0007;align;
